391777989430103|1|134100915197813
349030587012591|1|275654427683541
977079039863933|1|768977217340784
2833544710276923|1|2555804218050975
673372510656742|0|
673372510656742|0|
539389580875748|1|282190873262288
399358801537120|1|184032426403093
3247528355494498|0|
3247528355494498|0|
543394530688387|0|
543394530688387|0|
543394527355054|0|
543394527355054|0|
672946534032673|1|485392192788109
672946537366006|1|485392192788109
